Series;Time;Value;
mysql_mysql.mean;2020-02-26T12:17:14+01:00;1784.4;1
mysql_mysql.mean;2020-02-26T12:17:15+01:00;1789;1
mysql_mysql.mean;2020-02-26T12:17:15+01:00;1793.6;1
mysql_mysql.mean;2020-02-26T12:17:16+01:00;1798.2;1
mysql_mysql.mean;2020-02-26T12:17:16+01:00;1802.8;1
mysql_mysql.mean;2020-02-26T12:17:17+01:00;1807.4;1
mysql_mysql.mean;2020-02-26T12:17:17+01:00;1812;1
mysql_mysql.mean;2020-02-26T12:17:18+01:00;1816.6;1
mysql_mysql.mean;2020-02-26T12:17:18+01:00;1821.2;1
mysql_mysql.mean;2020-02-26T12:17:19+01:00;1825.8;1
mysql_mysql.mean;2020-02-26T12:17:19+01:00;1830.4;1
mysql_mysql.mean;2020-02-26T12:17:20+01:00;1835;1
mysql_mysql.mean;2020-02-26T12:17:20+01:00;1839.6;1
mysql_mysql.mean;2020-02-26T12:17:21+01:00;1844.2;1
mysql_mysql.mean;2020-02-26T12:17:21+01:00;1848.8;1
mysql_mysql.mean;2020-02-26T12:17:22+01:00;1853.4;1
mysql_mysql.mean;2020-02-26T12:17:22+01:00;1858;1
mysql_mysql.mean;2020-02-26T12:17:23+01:00;1862.6;1
mysql_mysql.mean;2020-02-26T12:17:23+01:00;1867.2;1
mysql_mysql.mean;2020-02-26T12:17:24+01:00;1871.8;1
mysql_mysql.mean;2020-02-26T12:17:24+01:00;1876.4;1
mysql_mysql.mean;2020-02-26T12:17:25+01:00;1881;1
mysql_mysql.mean;2020-02-26T12:17:25+01:00;1885.6;1
mysql_mysql.mean;2020-02-26T12:17:26+01:00;1890.2;1
mysql_mysql.mean;2020-02-26T12:17:26+01:00;1894.8;1
mysql_mysql.mean;2020-02-26T12:17:27+01:00;1899.4;1
mysql_mysql.mean;2020-02-26T12:17:27+01:00;1904;1
mysql_mysql.mean;2020-02-26T12:17:28+01:00;1908.6;1
mysql_mysql.mean;2020-02-26T12:17:28+01:00;1913.2;1
mysql_mysql.mean;2020-02-26T12:17:29+01:00;1917.8;1
mysql_mysql.mean;2020-02-26T12:17:29+01:00;1922.4;1
mysql_mysql.mean;2020-02-26T12:17:30+01:00;1927;1
mysql_mysql.mean;2020-02-26T12:17:30+01:00;1931.6;1
mysql_mysql.mean;2020-02-26T12:17:31+01:00;1936.2;1
mysql_mysql.mean;2020-02-26T12:17:31+01:00;1940.8;1
mysql_mysql.mean;2020-02-26T12:17:32+01:00;1945.4;1
mysql_mysql.mean;2020-02-26T12:17:32+01:00;1950;1
mysql_mysql.mean;2020-02-26T12:17:33+01:00;1954.6;1
mysql_mysql.mean;2020-02-26T12:17:33+01:00;1959.2;1
mysql_mysql.mean;2020-02-26T12:17:34+01:00;1963.8;1
mysql_mysql.mean;2020-02-26T12:17:34+01:00;1968.4;1
mysql_mysql.mean;2020-02-26T12:17:35+01:00;1973;1
mysql_mysql.mean;2020-02-26T12:17:35+01:00;1977.6;1
mysql_mysql.mean;2020-02-26T12:17:36+01:00;1982.2;1
mysql_mysql.mean;2020-02-26T12:17:36+01:00;1986.8;1
mysql_mysql.mean;2020-02-26T12:17:37+01:00;1991.4;1
mysql_mysql.mean;2020-02-26T12:17:37+01:00;1996;1
mysql_mysql.mean;2020-02-26T12:17:38+01:00;2000.6;1
mysql_mysql.mean;2020-02-26T12:17:38+01:00;2005.2;1
mysql_mysql.mean;2020-02-26T12:17:39+01:00;2009.8;1
mysql_mysql.mean;2020-02-26T12:17:39+01:00;2014.4;1
mysql_mysql.mean;2020-02-26T12:17:40+01:00;2019;1
mysql_mysql.mean;2020-02-26T12:17:40+01:00;2023.6;1
mysql_mysql.mean;2020-02-26T12:17:41+01:00;2028.2;1
mysql_mysql.mean;2020-02-26T12:17:41+01:00;2032.8;1
mysql_mysql.mean;2020-02-26T12:17:42+01:00;2037.4;1
mysql_mysql.mean;2020-02-26T12:17:42+01:00;2042;1
mysql_mysql.mean;2020-02-26T12:17:43+01:00;2046.6;1
mysql_mysql.mean;2020-02-26T12:17:43+01:00;2051.2;1
mysql_mysql.mean;2020-02-26T12:17:44+01:00;2055.8;1
mysql_mysql.mean;2020-02-26T12:17:44+01:00;2060.4;1
mysql_mysql.mean;2020-02-26T12:17:45+01:00;2065;1
mysql_mysql.mean;2020-02-26T12:17:45+01:00;2069.6;1
mysql_mysql.mean;2020-02-26T12:17:46+01:00;2074.2;1
mysql_mysql.mean;2020-02-26T12:17:46+01:00;2078.8;1
mysql_mysql.mean;2020-02-26T12:17:47+01:00;2083.4;1
mysql_mysql.mean;2020-02-26T12:17:47+01:00;2088;1
mysql_mysql.mean;2020-02-26T12:17:48+01:00;2092.6;1
mysql_mysql.mean;2020-02-26T12:17:48+01:00;2097.2;1
mysql_mysql.mean;2020-02-26T12:17:49+01:00;2101.8;1
mysql_mysql.mean;2020-02-26T12:17:49+01:00;2106.4;1
mysql_mysql.mean;2020-02-26T12:17:50+01:00;2111;1
mysql_mysql.mean;2020-02-26T12:17:50+01:00;2115.6;1
mysql_mysql.mean;2020-02-26T12:17:51+01:00;2120.2;1
mysql_mysql.mean;2020-02-26T12:17:51+01:00;2124.8;1
mysql_mysql.mean;2020-02-26T12:17:52+01:00;2129.4;1
mysql_mysql.mean;2020-02-26T12:17:52+01:00;2134;1
mysql_mysql.mean;2020-02-26T12:17:53+01:00;2138.6;1
mysql_mysql.mean;2020-02-26T12:17:53+01:00;2143.2;1
mysql_mysql.mean;2020-02-26T12:17:54+01:00;2147.8;1
mysql_mysql.mean;2020-02-26T12:17:54+01:00;2152.4;1
mysql_mysql.mean;2020-02-26T12:17:55+01:00;2157;1
mysql_mysql.mean;2020-02-26T12:17:55+01:00;2161.6;1
mysql_mysql.mean;2020-02-26T12:17:56+01:00;2166.2;1
mysql_mysql.mean;2020-02-26T12:17:56+01:00;2170.8;1
mysql_mysql.mean;2020-02-26T12:17:57+01:00;2175.4;1
mysql_mysql.mean;2020-02-26T12:17:57+01:00;2180;1
mysql_mysql.mean;2020-02-26T12:17:58+01:00;2184.6;1
mysql_mysql.mean;2020-02-26T12:17:58+01:00;2189.2;1
mysql_mysql.mean;2020-02-26T12:17:59+01:00;2193.8;1
mysql_mysql.mean;2020-02-26T12:17:59+01:00;2198.4;1
mysql_mysql.mean;2020-02-26T12:18:00+01:00;2203;1
mysql_mysql.mean;2020-02-26T12:18:00+01:00;2207.6;1
mysql_mysql.mean;2020-02-26T12:18:01+01:00;2212.2;1
mysql_mysql.mean;2020-02-26T12:18:01+01:00;2216.8;1
mysql_mysql.mean;2020-02-26T12:18:02+01:00;2221.4;1
mysql_mysql.mean;2020-02-26T12:18:02+01:00;2226;1
mysql_mysql.mean;2020-02-26T12:18:03+01:00;2230.6;1
mysql_mysql.mean;2020-02-26T12:18:03+01:00;2235.2;1
mysql_mysql.mean;2020-02-26T12:18:04+01:00;2239.8;1
mysql_mysql.mean;2020-02-26T12:18:04+01:00;2244.4;1
mysql_mysql.mean;2020-02-26T12:18:05+01:00;2249;1
mysql_mysql.mean;2020-02-26T12:18:05+01:00;2253.6;1
mysql_mysql.mean;2020-02-26T12:18:06+01:00;2258.2;1
mysql_mysql.mean;2020-02-26T12:18:06+01:00;2262.8;1
mysql_mysql.mean;2020-02-26T12:18:07+01:00;2267.4;1
mysql_mysql.mean;2020-02-26T12:18:07+01:00;2272;1
mysql_mysql.mean;2020-02-26T12:18:08+01:00;2276.6;1
mysql_mysql.mean;2020-02-26T12:18:08+01:00;2281.2;1
mysql_mysql.mean;2020-02-26T12:18:09+01:00;2285.8;1
mysql_mysql.mean;2020-02-26T12:18:09+01:00;2290.4;1
mysql_mysql.mean;2020-02-26T12:18:10+01:00;2295;1
mysql_mysql.mean;2020-02-26T12:18:10+01:00;2299.6;1
mysql_mysql.mean;2020-02-26T12:18:11+01:00;2304.2;1
mysql_mysql.mean;2020-02-26T12:18:11+01:00;2308.8;1
mysql_mysql.mean;2020-02-26T12:18:12+01:00;2313.4;1
mysql_mysql.mean;2020-02-26T12:18:12+01:00;2318;1
mysql_mysql.mean;2020-02-26T12:18:13+01:00;2322.6;1
mysql_mysql.mean;2020-02-26T12:18:13+01:00;2327.2;1
mysql_mysql.mean;2020-02-26T12:18:14+01:00;2331.8;1
mysql_mysql.mean;2020-02-26T12:18:14+01:00;2336.4;1
mysql_mysql.mean;2020-02-26T12:18:15+01:00;2341;1
mysql_mysql.mean;2020-02-26T12:18:15+01:00;2345.6;1
mysql_mysql.mean;2020-02-26T12:18:16+01:00;2350.2;1
mysql_mysql.mean;2020-02-26T12:18:16+01:00;2354.8;1
mysql_mysql.mean;2020-02-26T12:18:17+01:00;2359.4;1
mysql_mysql.mean;2020-02-26T12:18:17+01:00;2364;1
mysql_mysql.mean;2020-02-26T12:18:18+01:00;2368.6;1
mysql_mysql.mean;2020-02-26T12:18:18+01:00;2373.2;1
mysql_mysql.mean;2020-02-26T12:18:19+01:00;2377.8;1
mysql_mysql.mean;2020-02-26T12:18:19+01:00;2382.4;1
mysql_mysql.mean;2020-02-26T12:18:20+01:00;2387;1
mysql_mysql.mean;2020-02-26T12:18:20+01:00;2391.6;1
mysql_mysql.mean;2020-02-26T12:18:21+01:00;2396.2;1
mysql_mysql.mean;2020-02-26T12:18:21+01:00;2400.8;1
mysql_mysql.mean;2020-02-26T12:18:22+01:00;2405.4;1
mysql_mysql.mean;2020-02-26T12:18:22+01:00;2410;1
mysql_mysql.mean;2020-02-26T12:18:23+01:00;2414.6;1
mysql_mysql.mean;2020-02-26T12:18:23+01:00;2419.2;1
mysql_mysql.mean;2020-02-26T12:18:24+01:00;2423.8;1
mysql_mysql.mean;2020-02-26T12:18:24+01:00;2428.4;1
mysql_mysql.mean;2020-02-26T12:18:25+01:00;2433;1
mysql_mysql.mean;2020-02-26T12:18:25+01:00;2437.6;1
mysql_mysql.mean;2020-02-26T12:18:26+01:00;2442.2;1
mysql_mysql.mean;2020-02-26T12:18:26+01:00;2446.8;1
mysql_mysql.mean;2020-02-26T12:18:27+01:00;2451.4;1
mysql_mysql.mean;2020-02-26T12:18:27+01:00;2456;1
mysql_mysql.mean;2020-02-26T12:18:28+01:00;2460.6;1
mysql_mysql.mean;2020-02-26T12:18:28+01:00;2465.2;1
mysql_mysql.mean;2020-02-26T12:18:29+01:00;2469.8;1
mysql_mysql.mean;2020-02-26T12:18:29+01:00;2474.4;1
mysql_mysql.mean;2020-02-26T12:18:30+01:00;2479;1
mysql_mysql.mean;2020-02-26T12:18:30+01:00;2483.6;1
mysql_mysql.mean;2020-02-26T12:18:31+01:00;2488.2;1
mysql_mysql.mean;2020-02-26T12:18:31+01:00;2492.8;1
mysql_mysql.mean;2020-02-26T12:18:32+01:00;2497.4;1
mysql_mysql.mean;2020-02-26T12:18:32+01:00;2502;1
mysql_mysql.mean;2020-02-26T12:18:33+01:00;2506.6;1
mysql_mysql.mean;2020-02-26T12:18:33+01:00;2511.2;1
mysql_mysql.mean;2020-02-26T12:18:34+01:00;2515.8;1
mysql_mysql.mean;2020-02-26T12:18:34+01:00;2520.4;1
mysql_mysql.mean;2020-02-26T12:18:35+01:00;2525;1
mysql_mysql.mean;2020-02-26T12:18:35+01:00;2529.6;1
mysql_mysql.mean;2020-02-26T12:18:36+01:00;2534.2;1
mysql_mysql.mean;2020-02-26T12:18:36+01:00;2538.8;1
mysql_mysql.mean;2020-02-26T12:18:37+01:00;2543.4;1
mysql_mysql.mean;2020-02-26T12:18:37+01:00;2548;1
mysql_mysql.mean;2020-02-26T12:18:38+01:00;2552.6;1
mysql_mysql.mean;2020-02-26T12:18:38+01:00;2557.2;1
mysql_mysql.mean;2020-02-26T12:18:39+01:00;2561.8;1
mysql_mysql.mean;2020-02-26T12:18:39+01:00;2566.4;1
mysql_mysql.mean;2020-02-26T12:18:40+01:00;2571;1
mysql_mysql.mean;2020-02-26T12:18:40+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:41+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:41+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:42+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:42+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:43+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:43+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:44+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:44+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:45+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:45+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:46+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:46+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:47+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:47+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:48+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:48+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:49+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:49+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:50+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:50+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:51+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:51+01:00;null;-1
mysql_mysql.mean;2020-02-26T12:18:52+01:00;null;-1
nome;2020-02-26T12:13:52+01:00;null;-1
nome;2020-02-26T12:13:52+01:00;null;-1
nome;2020-02-26T12:13:53+01:00;null;-1
nome;2020-02-26T12:13:53+01:00;null;-1
nome;2020-02-26T12:13:54+01:00;null;-1
nome;2020-02-26T12:13:54+01:00;null;-1
nome;2020-02-26T12:13:55+01:00;null;-1
nome;2020-02-26T12:13:55+01:00;null;-1
nome;2020-02-26T12:13:56+01:00;null;-1
nome;2020-02-26T12:13:56+01:00;null;-1
nome;2020-02-26T12:13:57+01:00;null;-1
nome;2020-02-26T12:13:57+01:00;null;-1
nome;2020-02-26T12:13:58+01:00;null;-1
nome;2020-02-26T12:13:58+01:00;null;-1
nome;2020-02-26T12:13:59+01:00;null;-1
nome;2020-02-26T12:13:59+01:00;null;-1
nome;2020-02-26T12:14:00+01:00;null;-1
nome;2020-02-26T12:14:00+01:00;null;-1
nome;2020-02-26T12:14:01+01:00;null;-1
nome;2020-02-26T12:14:01+01:00;null;-1
nome;2020-02-26T12:14:02+01:00;null;-1
nome;2020-02-26T12:14:02+01:00;null;-1
nome;2020-02-26T12:14:03+01:00;null;-1
nome;2020-02-26T12:14:03+01:00;null;-1
nome;2020-02-26T12:14:04+01:00;null;-1
nome;2020-02-26T12:14:04+01:00;null;-1
nome;2020-02-26T12:14:05+01:00;null;-1
nome;2020-02-26T12:14:05+01:00;null;-1
nome;2020-02-26T12:14:06+01:00;null;-1
nome;2020-02-26T12:14:06+01:00;null;-1
nome;2020-02-26T12:14:07+01:00;null;-1
nome;2020-02-26T12:14:07+01:00;null;-1
nome;2020-02-26T12:14:08+01:00;null;-1
nome;2020-02-26T12:14:08+01:00;null;-1
nome;2020-02-26T12:14:09+01:00;null;-1
nome;2020-02-26T12:14:09+01:00;null;-1
nome;2020-02-26T12:14:10+01:00;null;-1
nome;2020-02-26T12:14:10+01:00;null;-1
nome;2020-02-26T12:14:11+01:00;null;-1
nome;2020-02-26T12:14:11+01:00;null;-1
nome;2020-02-26T12:14:12+01:00;null;-1
nome;2020-02-26T12:14:12+01:00;null;-1
nome;2020-02-26T12:14:13+01:00;null;-1
nome;2020-02-26T12:14:13+01:00;null;-1
nome;2020-02-26T12:14:14+01:00;null;-1
nome;2020-02-26T12:14:14+01:00;null;-1
nome;2020-02-26T12:14:15+01:00;null;-1
nome;2020-02-26T12:14:15+01:00;null;-1
nome;2020-02-26T12:14:16+01:00;null;-1
nome;2020-02-26T12:14:16+01:00;null;-1
nome;2020-02-26T12:14:17+01:00;null;-1
nome;2020-02-26T12:14:17+01:00;null;-1
nome;2020-02-26T12:14:18+01:00;null;-1
nome;2020-02-26T12:14:18+01:00;null;-1
nome;2020-02-26T12:14:19+01:00;null;-1
nome;2020-02-26T12:14:19+01:00;null;-1
nome;2020-02-26T12:14:20+01:00;null;-1
nome;2020-02-26T12:14:20+01:00;null;-1
nome;2020-02-26T12:14:21+01:00;null;-1
nome;2020-02-26T12:14:21+01:00;null;-1
nome;2020-02-26T12:14:22+01:00;null;-1
nome;2020-02-26T12:14:22+01:00;null;-1
nome;2020-02-26T12:14:23+01:00;null;-1
nome;2020-02-26T12:14:23+01:00;null;-1
nome;2020-02-26T12:14:24+01:00;null;-1
nome;2020-02-26T12:14:24+01:00;null;-1
nome;2020-02-26T12:14:25+01:00;null;-1
nome;2020-02-26T12:14:25+01:00;null;-1
nome;2020-02-26T12:14:26+01:00;null;-1
nome;2020-02-26T12:14:26+01:00;null;-1
nome;2020-02-26T12:14:27+01:00;null;-1
nome;2020-02-26T12:14:27+01:00;null;-1
nome;2020-02-26T12:14:28+01:00;null;-1
nome;2020-02-26T12:14:28+01:00;null;-1
nome;2020-02-26T12:14:29+01:00;null;-1
nome;2020-02-26T12:14:29+01:00;null;-1
nome;2020-02-26T12:14:30+01:00;null;-1
nome;2020-02-26T12:14:30+01:00;null;-1
nome;2020-02-26T12:14:31+01:00;null;-1
nome;2020-02-26T12:14:31+01:00;null;-1
nome;2020-02-26T12:14:32+01:00;null;-1
nome;2020-02-26T12:14:32+01:00;null;-1
nome;2020-02-26T12:14:33+01:00;null;-1
nome;2020-02-26T12:14:33+01:00;null;-1
nome;2020-02-26T12:14:34+01:00;null;-1
nome;2020-02-26T12:14:34+01:00;null;-1
nome;2020-02-26T12:14:35+01:00;null;-1
nome;2020-02-26T12:14:35+01:00;null;-1
nome;2020-02-26T12:14:36+01:00;null;-1
nome;2020-02-26T12:14:36+01:00;null;-1
nome;2020-02-26T12:14:37+01:00;null;-1
nome;2020-02-26T12:14:37+01:00;null;-1
nome;2020-02-26T12:14:38+01:00;null;-1
nome;2020-02-26T12:14:38+01:00;null;-1
nome;2020-02-26T12:14:39+01:00;null;-1
nome;2020-02-26T12:14:39+01:00;null;-1
nome;2020-02-26T12:14:40+01:00;null;-1
nome;2020-02-26T12:14:40+01:00;null;-1
nome;2020-02-26T12:14:41+01:00;null;-1
nome;2020-02-26T12:14:41+01:00;null;-1
nome;2020-02-26T12:14:42+01:00;null;-1
nome;2020-02-26T12:14:42+01:00;null;-1
nome;2020-02-26T12:14:43+01:00;null;-1
nome;2020-02-26T12:14:43+01:00;null;-1
nome;2020-02-26T12:14:44+01:00;null;-1
nome;2020-02-26T12:14:44+01:00;null;-1
nome;2020-02-26T12:14:45+01:00;null;-1
nome;2020-02-26T12:14:45+01:00;null;-1
nome;2020-02-26T12:14:46+01:00;null;-1
nome;2020-02-26T12:14:46+01:00;null;-1
nome;2020-02-26T12:14:47+01:00;null;-1
nome;2020-02-26T12:14:47+01:00;null;-1
nome;2020-02-26T12:14:48+01:00;null;-1
nome;2020-02-26T12:14:48+01:00;null;-1
nome;2020-02-26T12:14:49+01:00;null;-1
nome;2020-02-26T12:14:49+01:00;null;-1
nome;2020-02-26T12:14:50+01:00;null;-1
nome;2020-02-26T12:14:50+01:00;null;-1
nome;2020-02-26T12:14:51+01:00;null;-1
nome;2020-02-26T12:14:51+01:00;null;-1
nome;2020-02-26T12:14:52+01:00;null;-1
nome;2020-02-26T12:14:52+01:00;null;-1
nome;2020-02-26T12:14:53+01:00;null;-1
nome;2020-02-26T12:14:53+01:00;null;-1
nome;2020-02-26T12:14:54+01:00;null;-1
nome;2020-02-26T12:14:54+01:00;null;-1
nome;2020-02-26T12:14:55+01:00;null;-1
nome;2020-02-26T12:14:55+01:00;null;-1
nome;2020-02-26T12:14:56+01:00;null;-1
nome;2020-02-26T12:14:56+01:00;null;-1
nome;2020-02-26T12:14:57+01:00;null;-1
nome;2020-02-26T12:14:57+01:00;null;-1
nome;2020-02-26T12:14:58+01:00;null;-1
nome;2020-02-26T12:14:58+01:00;null;-1
nome;2020-02-26T12:14:59+01:00;null;-1
nome;2020-02-26T12:14:59+01:00;null;-1
nome;2020-02-26T12:15:00+01:00;0;1
nome;2020-02-26T12:15:00+01:00;0;1
nome;2020-02-26T12:15:01+01:00;0;1
nome;2020-02-26T12:15:01+01:00;0;1
nome;2020-02-26T12:15:02+01:00;0;1
nome;2020-02-26T12:15:02+01:00;0;1
nome;2020-02-26T12:15:03+01:00;0;1
nome;2020-02-26T12:15:03+01:00;0;1
nome;2020-02-26T12:15:04+01:00;0;1
nome;2020-02-26T12:15:04+01:00;0;1
nome;2020-02-26T12:15:05+01:00;0;1
nome;2020-02-26T12:15:05+01:00;0;1
nome;2020-02-26T12:15:06+01:00;0;1
nome;2020-02-26T12:15:06+01:00;0;1
nome;2020-02-26T12:15:07+01:00;0;1
nome;2020-02-26T12:15:07+01:00;0;1
nome;2020-02-26T12:15:08+01:00;0;1
nome;2020-02-26T12:15:08+01:00;0;1
nome;2020-02-26T12:15:09+01:00;0;1
nome;2020-02-26T12:15:09+01:00;0;1
nome;2020-02-26T12:15:10+01:00;0;1
nome;2020-02-26T12:15:10+01:00;0;1
nome;2020-02-26T12:15:11+01:00;0;1
nome;2020-02-26T12:15:11+01:00;0;1
nome;2020-02-26T12:15:12+01:00;0;1
nome;2020-02-26T12:15:12+01:00;0;1
nome;2020-02-26T12:15:13+01:00;0;1
nome;2020-02-26T12:15:13+01:00;0;1
nome;2020-02-26T12:15:14+01:00;0;1
nome;2020-02-26T12:15:14+01:00;0;1
nome;2020-02-26T12:15:15+01:00;0;1
nome;2020-02-26T12:15:15+01:00;0;1
nome;2020-02-26T12:15:16+01:00;0;1
nome;2020-02-26T12:15:16+01:00;0;1
nome;2020-02-26T12:15:17+01:00;0;1
nome;2020-02-26T12:15:17+01:00;0;1
nome;2020-02-26T12:15:18+01:00;0;1
nome;2020-02-26T12:15:18+01:00;0;1
nome;2020-02-26T12:15:19+01:00;0;1
nome;2020-02-26T12:15:19+01:00;0;1
nome;2020-02-26T12:15:20+01:00;0;1
nome;2020-02-26T12:15:20+01:00;0;1
nome;2020-02-26T12:15:21+01:00;0;1
nome;2020-02-26T12:15:21+01:00;0;1
nome;2020-02-26T12:15:22+01:00;0;1
nome;2020-02-26T12:15:22+01:00;0;1
nome;2020-02-26T12:15:23+01:00;0;1
nome;2020-02-26T12:15:23+01:00;0;1
nome;2020-02-26T12:15:24+01:00;0;1
nome;2020-02-26T12:15:24+01:00;0;1
nome;2020-02-26T12:15:25+01:00;0;1
nome;2020-02-26T12:15:25+01:00;0;1
nome;2020-02-26T12:15:26+01:00;0;1
nome;2020-02-26T12:15:26+01:00;0;1
nome;2020-02-26T12:15:27+01:00;0;1
nome;2020-02-26T12:15:27+01:00;0;1
nome;2020-02-26T12:15:28+01:00;0;1
nome;2020-02-26T12:15:28+01:00;0;1
nome;2020-02-26T12:15:29+01:00;0;1
nome;2020-02-26T12:15:29+01:00;0;1
nome;2020-02-26T12:15:30+01:00;0;1
nome;2020-02-26T12:15:30+01:00;0;1
nome;2020-02-26T12:15:31+01:00;0;1
nome;2020-02-26T12:15:31+01:00;0;1
nome;2020-02-26T12:15:32+01:00;0;1
nome;2020-02-26T12:15:32+01:00;0;1
nome;2020-02-26T12:15:33+01:00;0;1
nome;2020-02-26T12:15:33+01:00;0;1
nome;2020-02-26T12:15:34+01:00;0;1
nome;2020-02-26T12:15:34+01:00;0;1
nome;2020-02-26T12:15:35+01:00;0;1
nome;2020-02-26T12:15:35+01:00;0;1
nome;2020-02-26T12:15:36+01:00;0;1
nome;2020-02-26T12:15:36+01:00;0;1
nome;2020-02-26T12:15:37+01:00;0;1
nome;2020-02-26T12:15:37+01:00;0;1
nome;2020-02-26T12:15:38+01:00;0;1
nome;2020-02-26T12:15:38+01:00;0;1
nome;2020-02-26T12:15:39+01:00;0;1
nome;2020-02-26T12:15:39+01:00;0;1
nome;2020-02-26T12:15:40+01:00;0;1
nome;2020-02-26T12:15:40+01:00;0;1
nome;2020-02-26T12:15:41+01:00;0;1
nome;2020-02-26T12:15:41+01:00;0;1
nome;2020-02-26T12:15:42+01:00;0;1
nome;2020-02-26T12:15:42+01:00;0;1
nome;2020-02-26T12:15:43+01:00;0;1
nome;2020-02-26T12:15:43+01:00;0;1
nome;2020-02-26T12:15:44+01:00;0;1
nome;2020-02-26T12:15:44+01:00;0;1
nome;2020-02-26T12:15:45+01:00;0;1
nome;2020-02-26T12:15:45+01:00;0;1
nome;2020-02-26T12:15:46+01:00;0;1
nome;2020-02-26T12:15:46+01:00;0;1
nome;2020-02-26T12:15:47+01:00;0;1
nome;2020-02-26T12:15:47+01:00;0;1
nome;2020-02-26T12:15:48+01:00;0;1
nome;2020-02-26T12:15:48+01:00;0;1
nome;2020-02-26T12:15:49+01:00;0;1
nome;2020-02-26T12:15:49+01:00;0;1
nome;2020-02-26T12:15:50+01:00;0;1
nome;2020-02-26T12:15:50+01:00;0;1
nome;2020-02-26T12:15:51+01:00;0;1
nome;2020-02-26T12:15:51+01:00;0;1
nome;2020-02-26T12:15:52+01:00;0;1
nome;2020-02-26T12:15:52+01:00;0;1
nome;2020-02-26T12:15:53+01:00;0;1
nome;2020-02-26T12:15:53+01:00;0;1
nome;2020-02-26T12:15:54+01:00;0;1
nome;2020-02-26T12:15:54+01:00;0;1
nome;2020-02-26T12:15:55+01:00;0;1
nome;2020-02-26T12:15:55+01:00;0;1
nome;2020-02-26T12:15:56+01:00;0;1
nome;2020-02-26T12:15:56+01:00;0;1
nome;2020-02-26T12:15:57+01:00;0;1
nome;2020-02-26T12:15:57+01:00;0;1
nome;2020-02-26T12:15:58+01:00;0;1
nome;2020-02-26T12:15:58+01:00;0;1
nome;2020-02-26T12:15:59+01:00;0;1
nome;2020-02-26T12:15:59+01:00;0;1
nome;2020-02-26T12:16:00+01:00;0;1
nome;2020-02-26T12:16:00+01:00;0;1
nome;2020-02-26T12:16:01+01:00;0;1
nome;2020-02-26T12:16:01+01:00;0;1
nome;2020-02-26T12:16:02+01:00;0;1
nome;2020-02-26T12:16:02+01:00;0;1
nome;2020-02-26T12:16:03+01:00;0;1
nome;2020-02-26T12:16:03+01:00;0;1
nome;2020-02-26T12:16:04+01:00;0;1
nome;2020-02-26T12:16:04+01:00;0;1
nome;2020-02-26T12:16:05+01:00;0;1
nome;2020-02-26T12:16:05+01:00;0;1
nome;2020-02-26T12:16:06+01:00;0;1
nome;2020-02-26T12:16:06+01:00;0;1
nome;2020-02-26T12:16:07+01:00;0;1
nome;2020-02-26T12:16:07+01:00;0;1
nome;2020-02-26T12:16:08+01:00;0;1
nome;2020-02-26T12:16:08+01:00;0;1
nome;2020-02-26T12:16:09+01:00;0;1
nome;2020-02-26T12:16:09+01:00;0;1
nome;2020-02-26T12:16:10+01:00;0;1
nome;2020-02-26T12:16:10+01:00;0;1
nome;2020-02-26T12:16:11+01:00;0;1
nome;2020-02-26T12:16:11+01:00;0;1
nome;2020-02-26T12:16:12+01:00;0;1
nome;2020-02-26T12:16:12+01:00;0;1
nome;2020-02-26T12:16:13+01:00;0;1
nome;2020-02-26T12:16:13+01:00;0;1
nome;2020-02-26T12:16:14+01:00;0;1
nome;2020-02-26T12:16:14+01:00;0;1
nome;2020-02-26T12:16:15+01:00;0;1
nome;2020-02-26T12:16:15+01:00;0;1
nome;2020-02-26T12:16:16+01:00;0;1
nome;2020-02-26T12:16:16+01:00;0;1
nome;2020-02-26T12:16:17+01:00;0;1
nome;2020-02-26T12:16:17+01:00;0;1
nome;2020-02-26T12:16:18+01:00;0;1
nome;2020-02-26T12:16:18+01:00;0;1
nome;2020-02-26T12:16:19+01:00;0;1
nome;2020-02-26T12:16:19+01:00;0;1
