Series;Time;Value;;;
mysql_mysql.mean;2020-02-22T17:55:13+01:00;3267.96;1;;
mysql_mysql.mean;2020-02-22T17:55:14+01:00;3269.8;1;;
mysql_mysql.mean;2020-02-22T17:55:14+01:00;3271.64;1;;
mysql_mysql.mean;2020-02-22T17:55:14+01:00;3273.48;1;;
mysql_mysql.mean;2020-02-22T17:55:14+01:00;3275.32;1;;
mysql_mysql.mean;2020-02-22T17:55:14+01:00;3277.16;1;;
mysql_mysql.mean;2020-02-22T17:55:15+01:00;3279;1;;
mysql_mysql.mean;2020-02-22T17:55:15+01:00;3280.84;1;;
mysql_mysql.mean;2020-02-22T17:55:15+01:00;3282.68;1;;
mysql_mysql.mean;2020-02-22T17:55:15+01:00;3284.52;1;;
mysql_mysql.mean;2020-02-22T17:55:15+01:00;3286.36;1;;
mysql_mysql.mean;2020-02-22T17:55:16+01:00;3288.2;1;;
mysql_mysql.mean;2020-02-22T17:55:16+01:00;3290.04;1;;
mysql_mysql.mean;2020-02-22T17:55:16+01:00;3291.88;1;;
mysql_mysql.mean;2020-02-22T17:55:16+01:00;3293.72;1;;
mysql_mysql.mean;2020-02-22T17:55:16+01:00;3295.56;1;;
mysql_mysql.mean;2020-02-22T17:55:17+01:00;3297.4;1;;
mysql_mysql.mean;2020-02-22T17:55:17+01:00;3299.24;1;;
mysql_mysql.mean;2020-02-22T17:55:17+01:00;3301.08;1;;
mysql_mysql.mean;2020-02-22T17:55:17+01:00;3302.92;1;;
mysql_mysql.mean;2020-02-22T17:55:17+01:00;3304.76;1;;
mysql_mysql.mean;2020-02-22T17:55:18+01:00;3306.6;1;;
mysql_mysql.mean;2020-02-22T17:55:18+01:00;3308.44;1;;
mysql_mysql.mean;2020-02-22T17:55:18+01:00;3310.28;1;;
mysql_mysql.mean;2020-02-22T17:55:18+01:00;3312.12;1;;
mysql_mysql.mean;2020-02-22T17:55:18+01:00;3313.96;1;;
mysql_mysql.mean;2020-02-22T17:55:19+01:00;3315.8;1;;
mysql_mysql.mean;2020-02-22T17:55:19+01:00;3317.64;1;;
mysql_mysql.mean;2020-02-22T17:55:19+01:00;3319.48;1;;
mysql_mysql.mean;2020-02-22T17:55:19+01:00;3321.32;1;;
mysql_mysql.mean;2020-02-22T17:55:19+01:00;3323.16;1;;
mysql_mysql.mean;2020-02-22T17:55:20+01:00;3325;1;;
mysql_mysql.mean;2020-02-22T17:55:20+01:00;3328.52;1;;
mysql_mysql.mean;2020-02-22T17:55:20+01:00;3332.04;1;;
mysql_mysql.mean;2020-02-22T17:55:20+01:00;3335.56;1;;
mysql_mysql.mean;2020-02-22T17:55:20+01:00;3339.08;1;;
mysql_mysql.mean;2020-02-22T17:55:21+01:00;3342.6;1;;
mysql_mysql.mean;2020-02-22T17:55:21+01:00;3346.12;1;;
mysql_mysql.mean;2020-02-22T17:55:21+01:00;3349.64;1;;
mysql_mysql.mean;2020-02-22T17:55:21+01:00;3353.16;1;;
mysql_mysql.mean;2020-02-22T17:55:21+01:00;3356.68;1;;
mysql_mysql.mean;2020-02-22T17:55:22+01:00;3360.2;1;;
mysql_mysql.mean;2020-02-22T17:55:22+01:00;3363.72;1;;
mysql_mysql.mean;2020-02-22T17:55:22+01:00;3367.24;1;;
mysql_mysql.mean;2020-02-22T17:55:22+01:00;3370.76;1;;
mysql_mysql.mean;2020-02-22T17:55:22+01:00;3374.28;1;;
mysql_mysql.mean;2020-02-22T17:55:23+01:00;3377.8;1;;
mysql_mysql.mean;2020-02-22T17:55:23+01:00;3381.32;1;;
mysql_mysql.mean;2020-02-22T17:55:23+01:00;3384.84;1;;
mysql_mysql.mean;2020-02-22T17:55:23+01:00;3388.36;1;;
mysql_mysql.mean;2020-02-22T17:55:23+01:00;3391.88;1;;
mysql_mysql.mean;2020-02-22T17:55:24+01:00;3395.4;1;;
mysql_mysql.mean;2020-02-22T17:55:24+01:00;3398.92;1;;
mysql_mysql.mean;2020-02-22T17:55:24+01:00;3402.44;1;;
mysql_mysql.mean;2020-02-22T17:55:24+01:00;3405.96;1;;
mysql_mysql.mean;2020-02-22T17:55:24+01:00;3409.48;1;;
mysql_mysql.mean;2020-02-22T17:55:25+01:00;3413;1;;
mysql_mysql.mean;2020-02-22T17:55:25+01:00;3416.52;1;;
mysql_mysql.mean;2020-02-22T17:55:25+01:00;3420.04;1;;
mysql_mysql.mean;2020-02-22T17:55:25+01:00;3423.56;1;;
mysql_mysql.mean;2020-02-22T17:55:25+01:00;3427.08;1;;
mysql_mysql.mean;2020-02-22T17:55:26+01:00;3430.6;1;;
mysql_mysql.mean;2020-02-22T17:55:26+01:00;3434.12;1;;
mysql_mysql.mean;2020-02-22T17:55:26+01:00;3437.64;1;;
mysql_mysql.mean;2020-02-22T17:55:26+01:00;3441.16;1;;
mysql_mysql.mean;2020-02-22T17:55:26+01:00;3444.68;1;;
mysql_mysql.mean;2020-02-22T17:55:27+01:00;3448.2;1;;
mysql_mysql.mean;2020-02-22T17:55:27+01:00;3451.72;1;;
mysql_mysql.mean;2020-02-22T17:55:27+01:00;3455.24;1;;
mysql_mysql.mean;2020-02-22T17:55:27+01:00;3458.76;1;;
mysql_mysql.mean;2020-02-22T17:55:27+01:00;3462.28;1;;
mysql_mysql.mean;2020-02-22T17:55:28+01:00;3465.8;1;;
mysql_mysql.mean;2020-02-22T17:55:28+01:00;3469.32;1;;
mysql_mysql.mean;2020-02-22T17:55:28+01:00;3472.84;1;;
mysql_mysql.mean;2020-02-22T17:55:28+01:00;3476.36;1;;
mysql_mysql.mean;2020-02-22T17:55:28+01:00;3479.88;1;;
mysql_mysql.mean;2020-02-22T17:55:29+01:00;3483.4;1;;
mysql_mysql.mean;2020-02-22T17:55:29+01:00;3486.92;1;;
mysql_mysql.mean;2020-02-22T17:55:29+01:00;3490.44;1;;
mysql_mysql.mean;2020-02-22T17:55:29+01:00;3493.96;1;;
mysql_mysql.mean;2020-02-22T17:55:29+01:00;3497.48;1;;
mysql_mysql.mean;2020-02-22T17:55:30+01:00;3501;1;;
mysql_mysql.mean;2020-02-22T17:55:30+01:00;3502.84;1;;
mysql_mysql.mean;2020-02-22T17:55:30+01:00;3504.68;1;;
mysql_mysql.mean;2020-02-22T17:55:30+01:00;3506.52;1;;
mysql_mysql.mean;2020-02-22T17:55:30+01:00;3508.36;1;;
mysql_mysql.mean;2020-02-22T17:55:31+01:00;3510.2;1;;
mysql_mysql.mean;2020-02-22T17:55:31+01:00;3512.04;1;;
mysql_mysql.mean;2020-02-22T17:55:31+01:00;3513.88;1;;
mysql_mysql.mean;2020-02-22T17:55:31+01:00;3515.72;1;;
mysql_mysql.mean;2020-02-22T17:55:31+01:00;3517.56;1;;
mysql_mysql.mean;2020-02-22T17:55:32+01:00;3519.4;1;;
mysql_mysql.mean;2020-02-22T17:55:32+01:00;3521.24;1;;
mysql_mysql.mean;2020-02-22T17:55:32+01:00;3523.08;1;;
mysql_mysql.mean;2020-02-22T17:55:32+01:00;3524.92;1;;
mysql_mysql.mean;2020-02-22T17:55:32+01:00;3526.76;1;;
mysql_mysql.mean;2020-02-22T17:55:33+01:00;3528.6;1;;
mysql_mysql.mean;2020-02-22T17:55:33+01:00;3530.44;1;;
mysql_mysql.mean;2020-02-22T17:55:33+01:00;3532.28;1;;
mysql_mysql.mean;2020-02-22T17:55:33+01:00;3534.12;1;;
mysql_mysql.mean;2020-02-22T17:55:33+01:00;3535.96;1;;
mysql_mysql.mean;2020-02-22T17:55:34+01:00;3537.8;1;;
mysql_mysql.mean;2020-02-22T17:55:34+01:00;3539.64;1;;
mysql_mysql.mean;2020-02-22T17:55:34+01:00;3541.48;1;;
mysql_mysql.mean;2020-02-22T17:55:34+01:00;3543.32;1;;
mysql_mysql.mean;2020-02-22T17:55:34+01:00;3545.16;1;;
mysql_mysql.mean;2020-02-22T17:55:35+01:00;3547;1;;
mysql_mysql.mean;2020-02-22T17:55:35+01:00;3548.84;1;;
mysql_mysql.mean;2020-02-22T17:55:35+01:00;3550.68;1;;
mysql_mysql.mean;2020-02-22T17:55:35+01:00;3552.52;1;;
mysql_mysql.mean;2020-02-22T17:55:35+01:00;3554.36;1;;
mysql_mysql.mean;2020-02-22T17:55:36+01:00;3556.2;1;;
mysql_mysql.mean;2020-02-22T17:55:36+01:00;3558.04;1;;
mysql_mysql.mean;2020-02-22T17:55:36+01:00;3559.88;1;;
mysql_mysql.mean;2020-02-22T17:55:36+01:00;3561.72;1;;
mysql_mysql.mean;2020-02-22T17:55:36+01:00;3563.56;1;;
mysql_mysql.mean;2020-02-22T17:55:37+01:00;3565.4;1;;
mysql_mysql.mean;2020-02-22T17:55:37+01:00;3567.24;1;;
mysql_mysql.mean;2020-02-22T17:55:37+01:00;3569.08;1;;
mysql_mysql.mean;2020-02-22T17:55:37+01:00;3570.92;1;;
mysql_mysql.mean;2020-02-22T17:55:37+01:00;3572.76;1;;
mysql_mysql.mean;2020-02-22T17:55:38+01:00;3574.6;1;;
mysql_mysql.mean;2020-02-22T17:55:38+01:00;3576.44;1;;
mysql_mysql.mean;2020-02-22T17:55:38+01:00;3578.28;1;;
mysql_mysql.mean;2020-02-22T17:55:38+01:00;3580.12;1;;
mysql_mysql.mean;2020-02-22T17:55:38+01:00;3581.96;1;;
mysql_mysql.mean;2020-02-22T17:55:39+01:00;3583.8;1;;
mysql_mysql.mean;2020-02-22T17:55:39+01:00;3585.64;1;;
mysql_mysql.mean;2020-02-22T17:55:39+01:00;3587.48;1;;
mysql_mysql.mean;2020-02-22T17:55:39+01:00;3589.32;1;;
mysql_mysql.mean;2020-02-22T17:55:39+01:00;3591.16;1;;
mysql_mysql.mean;2020-02-22T17:55:40+01:00;3593;1;;
mysql_mysql.mean;2020-02-22T17:55:40+01:00;3594.84;1;;
mysql_mysql.mean;2020-02-22T17:55:40+01:00;3596.68;1;;
mysql_mysql.mean;2020-02-22T17:55:40+01:00;3598.52;1;;
mysql_mysql.mean;2020-02-22T17:55:40+01:00;3600.36;1;;
mysql_mysql.mean;2020-02-22T17:55:41+01:00;3602.2;1;;
mysql_mysql.mean;2020-02-22T17:55:41+01:00;3604.04;1;;
mysql_mysql.mean;2020-02-22T17:55:41+01:00;3605.88;1;;
mysql_mysql.mean;2020-02-22T17:55:41+01:00;3607.72;1;;
mysql_mysql.mean;2020-02-22T17:55:41+01:00;3609.56;1;;
mysql_mysql.mean;2020-02-22T17:55:42+01:00;3611.4;1;;
mysql_mysql.mean;2020-02-22T17:55:42+01:00;3613.24;1;;
mysql_mysql.mean;2020-02-22T17:55:42+01:00;3615.08;1;;
mysql_mysql.mean;2020-02-22T17:55:42+01:00;3616.92;1;;
mysql_mysql.mean;2020-02-22T17:55:42+01:00;3618.76;1;;
mysql_mysql.mean;2020-02-22T17:55:43+01:00;3620.6;1;;
mysql_mysql.mean;2020-02-22T17:55:43+01:00;3622.44;1;;
mysql_mysql.mean;2020-02-22T17:55:43+01:00;3624.28;1;;
mysql_mysql.mean;2020-02-22T17:55:43+01:00;3626.12;1;;
mysql_mysql.mean;2020-02-22T17:55:43+01:00;3627.96;1;;
mysql_mysql.mean;2020-02-22T17:55:44+01:00;3629.8;1;;
mysql_mysql.mean;2020-02-22T17:55:44+01:00;3631.64;1;;
mysql_mysql.mean;2020-02-22T17:55:44+01:00;3633.48;1;;
mysql_mysql.mean;2020-02-22T17:55:44+01:00;3635.32;1;;
mysql_mysql.mean;2020-02-22T17:55:44+01:00;3637.16;1;;
mysql_mysql.mean;2020-02-22T17:55:45+01:00;3639;1;;
mysql_mysql.mean;2020-02-22T17:55:45+01:00;3640.84;1;;
mysql_mysql.mean;2020-02-22T17:55:45+01:00;3642.68;1;;
mysql_mysql.mean;2020-02-22T17:55:45+01:00;3644.52;1;;
mysql_mysql.mean;2020-02-22T17:55:45+01:00;3646.36;1;;
mysql_mysql.mean;2020-02-22T17:55:46+01:00;3648.2;1;;
mysql_mysql.mean;2020-02-22T17:55:46+01:00;3650.04;1;;
mysql_mysql.mean;2020-02-22T17:55:46+01:00;3651.88;1;;
mysql_mysql.mean;2020-02-22T17:55:46+01:00;3653.72;1;;
mysql_mysql.mean;2020-02-22T17:55:46+01:00;3655.56;1;;
mysql_mysql.mean;2020-02-22T17:55:47+01:00;3657.4;1;;
mysql_mysql.mean;2020-02-22T17:55:47+01:00;3659.24;1;;
mysql_mysql.mean;2020-02-22T17:55:47+01:00;3661.08;1;;
mysql_mysql.mean;2020-02-22T17:55:47+01:00;3662.92;1;;
mysql_mysql.mean;2020-02-22T17:55:47+01:00;3664.76;1;;
mysql_mysql.mean;2020-02-22T17:55:48+01:00;3666.6;1;;
mysql_mysql.mean;2020-02-22T17:55:48+01:00;3668.44;1;;
mysql_mysql.mean;2020-02-22T17:55:48+01:00;3670.28;1;;
mysql_mysql.mean;2020-02-22T17:55:48+01:00;3672.12;1;;
mysql_mysql.mean;2020-02-22T17:55:48+01:00;3673.96;1;;
mysql_mysql.mean;2020-02-22T17:55:49+01:00;3675.8;1;;
mysql_mysql.mean;2020-02-22T17:55:49+01:00;3677.64;1;;
mysql_mysql.mean;2020-02-22T17:55:49+01:00;3679.48;1;;
mysql_mysql.mean;2020-02-22T17:55:49+01:00;3681.32;1;;
mysql_mysql.mean;2020-02-22T17:55:49+01:00;3683.16;1;;
mysql_mysql.mean;2020-02-22T17:55:50+01:00;3685;1;;
mysql_mysql.mean;2020-02-22T17:55:50+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:50+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:50+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:50+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:51+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:51+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:51+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:51+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:51+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:52+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:52+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:52+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:52+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:52+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:53+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:53+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:53+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:53+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:53+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:54+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:54+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:54+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:54+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:54+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:55+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:55+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:55+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:55+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:55+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:56+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:56+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:56+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:56+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:56+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:57+01:00;null;-1;;
mysql_mysql.mean;2020-02-22T17:55:57+01:00;null;-1;;
